,0
342,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
343,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
344,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
345,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
346,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
347,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
348,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
349,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
350,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
351,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
352,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
353,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
354,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
355,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
356,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
357,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
358,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
359,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
360,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
361,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
362,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
363,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
364,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say, but you can learn how to play the game
It's easy
Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do, but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
Love is all you need
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need
Oh yeah
Love is all you need
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)"
